id_atendimento;data_atendimento;hora_atendimento;cliente;telefone;cidade;uf;profissional;servico;categoria;valor;forma_pagamento;status;canal_agendamento
102482;2026-01-09;11:30;Jéssica Gomes;11980000084;São Paulo;SP;Bruna Oliveira;Alongamento de unhas;Unhas;142.5;Cartão de crédito;Concluído;Telefone
102483;2026-01-09;11:30;Simone Silva;11980000035;São Paulo;SP;Patrícia Alves;Manicure;Unhas;35.0;Cartão de débito;Concluído;WhatsApp
102484;2026-01-09;13:00;Daniela Rocha;11980000172;São Paulo;SP;Renata Souza;Manicure;Unhas;35.0;PIX;Concluído;Instagram
102485;2026-01-09;14:00;Raquel Costa;11980000033;São Caetano do Sul;SP;Patrícia Alves;Esmaltação em gel;Unhas;80.0;Cartão de débito;Concluído;Instagram
102486;2026-01-09;14:00;Tatiane Souza;11980000022;Santo André;SP;Juliana Martins;Manicure;Unhas;35.0;PIX;Concluído;Telefone
102487;2026-01-09;15:00;Mariana Rocha;11980000383;São Caetano do Sul;SP;Renata Souza;Manutenção de alongamento;Unhas;100.0;Cartão de crédito;Concluído;Instagram
102488;2026-01-09;15:30;Beatriz Lima;11980000365;São Caetano do Sul;SP;Bruna Oliveira;Manicure + Pedicure;Unhas;70.0;Dinheiro;Concluído;Presencial
102489;2026-01-09;16:30;Fernanda Lima;11980000003;São Paulo;SP;Bruna Oliveira;Design de sobrancelhas;Sobrancelhas;42.75;Cartão de débito;Concluído;Instagram
102490;2026-01-09;17:00;Simone Silva;11980000201;Diadema;SP;Larissa Santos;Design de sobrancelhas;Sobrancelhas;45.0;Dinheiro;Concluído;Instagram
102491;2026-01-09;17:00;Juliana Costa;11980000359;Diadema;SP;Juliana Martins;Corte feminino;Cabelos;0.0;Dinheiro;Não Compareceu;Presencial
102492;2026-01-10;09:00;Flávia Almeida;11980000192;São Bernardo do Campo;SP;Camila Rodrigues;Escova;Cabelos;70.0;Cartão de débito;Concluído;WhatsApp
102493;2026-01-10;09:30;Monique Ribeiro;11980000407;São Paulo;SP;Patrícia Alves;Manicure;Unhas;35.0;Cartão de débito;Concluído;Telefone
102494;2026-01-10;10:00;Elaine Souza;11980000111;Santo André;SP;Camila Rodrigues;Manicure + Pedicure;Unhas;70.0;PIX;Concluído;WhatsApp
102495;2026-01-10;10:30;Carla Almeida;11980000444;Diadema;SP;Patrícia Alves;Manicure;Unhas;33.25;Cartão de débito;Concluído;Instagram
102496;2026-01-10;10:30;Larissa Santos;11980000248;São Bernardo do Campo;SP;Juliana Martins;Manutenção de alongamento;Unhas;100.0;Dinheiro;Concluído;Presencial
102497;2026-01-10;11:00;Letícia Ferreira;11980000397;São Caetano do Sul;SP;Renata Souza;Pedicure;Unhas;40.0;Cartão de débito;Concluído;Presencial
102498;2026-01-10;13:00;Gabriela Barbosa;11980000268;Santo André;SP;Juliana Martins;Manicure + Pedicure;Unhas;70.0;Dinheiro;Concluído;WhatsApp
102499;2026-01-10;13:00;Beatriz Santos;11980000065;Mauá;SP;Bruna Oliveira;Escova;Cabelos;70.0;Cartão de crédito;Concluído;Presencial
102500;2026-01-10;15:00;Natália Ribeiro;11980000358;Santo André;SP;Renata Souza;Alongamento de unhas;Unhas;150.0;Cartão de débito;Concluído;Telefone
102501;2026-01-10;15:30;Rafaela Santos;11980000223;Diadema;SP;Patrícia Alves;Manicure;Unhas;35.0;Cartão de débito;Concluído;WhatsApp
102502;2026-01-10;15:30;Monique Almeida;11980000059;Santo André;SP;Renata Souza;Manicure;Unhas;33.25;PIX;Concluído;Instagram
102503;2026-01-10;17:00;Raquel Pereira;11980000379;Mauá;SP;Mariana Silva;Extensão de cílios;Cílios;180.0;Cartão de crédito;Concluído;Telefone
102504;2026-01-10;17:00;Monique Barbosa;11980000250;São Paulo;SP;Bruna Oliveira;Manutenção de cílios;Cílios;90.0;Cartão de crédito;Concluído;Instagram
102505;2026-01-10;17:30;Beatriz Gomes;11980000076;Mauá;SP;Renata Souza;Manicure + Pedicure;Unhas;70.0;PIX;Concluído;Telefone
102506;2026-01-10;17:30;Patrícia Barbosa;11980000196;São Caetano do Sul;SP;Fernanda Costa;Manutenção de alongamento;Unhas;100.0;Dinheiro;Concluído;WhatsApp
102507;2026-01-10;18:00;Flávia Martins;11980000344;São Paulo;SP;Patrícia Alves;Escova;Cabelos;70.0;PIX;Concluído;Instagram
102508;2026-01-10;18:00;Beatriz Ribeiro;11980000244;Diadema;SP;Mariana Silva;Escova;Cabelos;70.0;PIX;Concluído;WhatsApp
102509;2026-01-10;18:00;Beatriz Barbosa;11980000179;São Bernardo do Campo;SP;Bruna Oliveira;Alongamento de unhas;Unhas;142.5;Cartão de crédito;Concluído;Instagram
102510;2026-01-10;18:00;Luciana Ferreira;11980000235;São Caetano do Sul;SP;Camila Rodrigues;Pedicure;Unhas;40.0;Cartão de débito;Concluído;Instagram
102511;2026-01-10;18:00;Daniela Silva;11980000346;São Paulo;SP;Bruna Oliveira;Manicure;Unhas;35.0;Dinheiro;Concluído;WhatsApp
102512;2026-01-12;09:30;Elaine Silva;11980000327;São Caetano do Sul;SP;Mariana Silva;Escova;Cabelos;66.5;Cartão de crédito;Concluído;Telefone
102513;2026-01-12;10:00;Flávia Almeida;11980000192;São Bernardo do Campo;SP;Renata Souza;Pedicure;Unhas;40.0;Dinheiro;Concluído;Instagram
102514;2026-01-12;11:00;Bianca Rocha;11980000082;São Paulo;SP;Bruna Oliveira;Alongamento de unhas;Unhas;150.0;Dinheiro;Concluído;WhatsApp
102515;2026-01-12;13:30;Fernanda Almeida;11980000154;Diadema;SP;Bruna Oliveira;Manicure;Unhas;35.0;Dinheiro;Concluído;WhatsApp
102516;2026-01-12;13:30;Rafaela Souza;11980000280;São Caetano do Sul;SP;Mariana Silva;Pedicure;Unhas;0.0;Cartão de crédito;Não Compareceu;Telefone
102517;2026-01-12;14:00;Simone Silva;11980000035;São Paulo;SP;Mariana Silva;Esmaltação em gel;Unhas;0.0;Dinheiro;Cancelado;Presencial
102518;2026-01-12;16:00;Simone Mendes;11980000293;São Caetano do Sul;SP;Larissa Santos;Escova;Cabelos;70.0;Cartão de crédito;Concluído;Instagram
102519;2026-01-12;16:30;Débora Barbosa;11980000092;Diadema;SP;Larissa Santos;Manutenção de cílios;Cílios;90.0;Cartão de crédito;Concluído;WhatsApp
102520;2026-01-13;09:00;Elaine Ferreira;11980000242;São Caetano do Sul;SP;Patrícia Alves;Hidratação;Cabelos;95.0;Cartão de crédito;Concluído;Instagram
102521;2026-01-13;10:30;Larissa Santos;11980000248;São Bernardo do Campo;SP;Larissa Santos;Manutenção de alongamento;Unhas;100.0;Cartão de débito;Concluído;Instagram
102522;2026-01-13;10:30;Daniela Rocha;11980000172;São Paulo;SP;Larissa Santos;Escova;Cabelos;70.0;Cartão de débito;Concluído;WhatsApp
102523;2026-01-13;11:00;Bianca Lopes;11980000023;Diadema;SP;Juliana Martins;Alongamento de unhas;Unhas;150.0;PIX;Concluído;Instagram
102524;2026-01-13;11:00;Vanessa Gomes;11980000075;Santo André;SP;Juliana Martins;Manicure;Unhas;35.0;Cartão de débito;Concluído;Telefone
102525;2026-01-13;13:00;Marcela Santos;11980000206;São Paulo;SP;Mariana Silva;Design de sobrancelhas;Sobrancelhas;42.75;Dinheiro;Concluído;Presencial
102526;2026-01-13;13:30;Jéssica Santos;11980000297;Diadema;SP;Juliana Martins;Manutenção de cílios;Cílios;0.0;PIX;Não Compareceu;Presencial
102527;2026-01-13;14:30;Gabriela Silva;11980000443;São Caetano do Sul;SP;Renata Souza;Pedicure;Unhas;40.0;Cartão de crédito;Concluído;WhatsApp
102528;2026-01-13;15:30;Camila Rodrigues;11980000009;São Bernardo do Campo;SP;Camila Rodrigues;Design de sobrancelhas;Sobrancelhas;40.5;Cartão de débito;Concluído;Presencial
102529;2026-01-13;16:00;Letícia Lima;11980000209;São Bernardo do Campo;SP;Fernanda Costa;Manicure;Unhas;35.0;Cartão de crédito;Concluído;Telefone
102530;2026-01-13;16:00;Daniela Rocha;11980000355;São Caetano do Sul;SP;Larissa Santos;Design + Henna;Sobrancelhas;60.0;PIX;Concluído;WhatsApp
102531;2026-01-13;16:30;Mariana Barbosa;11980000241;Santo André;SP;Juliana Martins;Manutenção de cílios;Cílios;0.0;Dinheiro;Cancelado;WhatsApp
102532;2026-01-13;16:30;Raquel Carvalho;11980000193;São Bernardo do Campo;SP;Mariana Silva;Extensão de cílios;Cílios;180.0;Dinheiro;Concluído;Presencial
102533;2026-01-13;17:00;Monique Rocha;11980000350;São Caetano do Sul;SP;Mariana Silva;Pedicure;Unhas;40.0;Cartão de crédito;Concluído;WhatsApp
102534;2026-01-14;09:30;Vanessa Mendes;11980000343;Santo André;SP;Patrícia Alves;Manicure + Pedicure;Unhas;70.0;Cartão de crédito;Concluído;Presencial
102535;2026-01-14;11:00;Cristiane Carvalho;11980000287;São Paulo;SP;Mariana Silva;Manicure + Pedicure;Unhas;70.0;PIX;Concluído;Instagram
102536;2026-01-14;11:30;Daniela Rocha;11980000172;São Paulo;SP;Fernanda Costa;Manicure;Unhas;35.0;PIX;Concluído;Instagram
102537;2026-01-14;13:00;Elaine Martins;11980000374;São Paulo;SP;Camila Rodrigues;Hidratação;Cabelos;0.0;Cartão de débito;Não Compareceu;Presencial
102538;2026-01-14;13:00;Carla Lima;11980000433;Mauá;SP;Renata Souza;Alongamento de unhas;Unhas;142.5;PIX;Concluído;WhatsApp
102539;2026-01-14;13:30;Luciana Ferreira;11980000325;Diadema;SP;Bruna Oliveira;Escova;Cabelos;66.5;PIX;Concluído;WhatsApp
102540;2026-01-14;14:30;Daniela Silva;11980000267;São Bernardo do Campo;SP;Juliana Martins;Manutenção de cílios;Cílios;90.0;PIX;Concluído;Instagram
102541;2026-01-14;16:00;Raquel Silva;11980000341;São Caetano do Sul;SP;Camila Rodrigues;Manicure;Unhas;35.0;Cartão de débito;Concluído;WhatsApp
102542;2026-01-14;17:00;Elaine Moura;11980000026;São Bernardo do Campo;SP;Fernanda Costa;Extensão de cílios;Cílios;180.0;PIX;Concluído;Presencial
102543;2026-01-14;17:30;Aline Barbosa;11980000056;São Caetano do Sul;SP;Fernanda Costa;Design de sobrancelhas;Sobrancelhas;45.0;Cartão de débito;Concluído;Presencial
102544;2026-01-14;18:00;Rafaela Rocha;11980000370;São Paulo;SP;Camila Rodrigues;Design de sobrancelhas;Sobrancelhas;45.0;Cartão de crédito;Concluído;Presencial
102545;2026-01-15;09:30;Daniela Lima;11980000431;Diadema;SP;Fernanda Costa;Esmaltação em gel;Unhas;80.0;Cartão de débito;Concluído;WhatsApp
102546;2026-01-15;10:00;Carla Gomes;11980000445;São Caetano do Sul;SP;Bruna Oliveira;Manicure + Pedicure;Unhas;70.0;Dinheiro;Concluído;WhatsApp
102547;2026-01-15;10:30;Elaine Barbosa;11980000332;São Bernardo do Campo;SP;Camila Rodrigues;Manutenção de cílios;Cílios;90.0;Dinheiro;Concluído;WhatsApp
102548;2026-01-15;11:00;Elaine Silva;11980000261;Mauá;SP;Larissa Santos;Manutenção de alongamento;Unhas;100.0;Cartão de crédito;Concluído;Instagram
102549;2026-01-15;11:00;Aline Pereira;11980000319;São Paulo;SP;Larissa Santos;Manutenção de alongamento;Unhas;100.0;Dinheiro;Concluído;WhatsApp
102550;2026-01-15;13:00;Paula Silva;11980000169;Diadema;SP;Larissa Santos;Design de sobrancelhas;Sobrancelhas;45.0;Cartão de crédito;Concluído;Telefone
102551;2026-01-15;13:30;Elaine Lima;11980000447;Mauá;SP;Mariana Silva;Corte feminino;Cabelos;85.0;PIX;Concluído;Telefone
102552;2026-01-15;13:30;Carla Barbosa;11980000096;Diadema;SP;Camila Rodrigues;Manutenção de alongamento;Unhas;100.0;PIX;Concluído;Telefone
102553;2026-01-15;13:30;Juliana Silva;11980000349;Mauá;SP;Renata Souza;Design + Henna;Sobrancelhas;60.0;Dinheiro;Concluído;Instagram
102554;2026-01-15;14:30;Daniela Silva;11980000267;São Bernardo do Campo;SP;Juliana Martins;Manicure + Pedicure;Unhas;70.0;Cartão de débito;Concluído;WhatsApp
102555;2026-01-15;14:30;Natália Barbosa;11980000016;Diadema;SP;Juliana Martins;Corte feminino;Cabelos;85.0;Dinheiro;Concluído;Presencial
102556;2026-01-15;14:30;Débora Gomes;11980000310;São Paulo;SP;Larissa Santos;Design de sobrancelhas;Sobrancelhas;0.0;PIX;Não Compareceu;WhatsApp
102557;2026-01-15;15:30;Juliana Ribeiro;11980000282;Diadema;SP;Renata Souza;Corte feminino;Cabelos;0.0;PIX;Cancelado;Telefone
102558;2026-01-15;16:00;Tatiane Gomes;11980000230;Santo André;SP;Bruna Oliveira;Manicure;Unhas;0.0;Cartão de débito;Não Compareceu;Instagram
102559;2026-01-15;16:00;Aline Gomes;11980000222;São Bernardo do Campo;SP;Mariana Silva;Manicure;Unhas;35.0;Cartão de crédito;Concluído;Presencial
102560;2026-01-15;16:30;Flávia Lima;11980000089;Diadema;SP;Patrícia Alves;Pedicure;Unhas;40.0;PIX;Concluído;Instagram
102561;2026-01-15;16:30;Mariana Rocha;11980000383;São Caetano do Sul;SP;Fernanda Costa;Manicure;Unhas;31.5;Dinheiro;Concluído;Telefone
102562;2026-01-16;09:00;Vanessa Lima;11980000342;Mauá;SP;Camila Rodrigues;Pedicure;Unhas;40.0;Cartão de crédito;Concluído;Telefone
102563;2026-01-16;09:00;Gabriela Barbosa;11980000243;São Paulo;SP;Mariana Silva;Esmaltação em gel;Unhas;0.0;Cartão de débito;Cancelado;Instagram
102564;2026-01-16;09:00;Cristiane Costa;11980000197;São Paulo;SP;Patrícia Alves;Hidratação;Cabelos;95.0;Dinheiro;Concluído;WhatsApp
102565;2026-01-16;09:30;Patrícia Souza;11980000306;São Paulo;SP;Mariana Silva;Hidratação;Cabelos;95.0;Cartão de débito;Concluído;WhatsApp
102566;2026-01-16;10:00;Fernanda Gomes;11980000191;São Paulo;SP;Renata Souza;Pedicure;Unhas;38.0;Dinheiro;Concluído;Presencial
102567;2026-01-16;11:30;Flávia Cardoso;11980000027;Diadema;SP;Larissa Santos;Pedicure;Unhas;40.0;Cartão de crédito;Concluído;Presencial
102568;2026-01-16;11:30;Isabela Mendes;11980000135;São Caetano do Sul;SP;Fernanda Costa;Design de sobrancelhas;Sobrancelhas;45.0;Dinheiro;Concluído;Presencial
102569;2026-01-16;11:30;Isabela Mendes;11980000428;São Caetano do Sul;SP;Camila Rodrigues;Esmaltação em gel;Unhas;80.0;PIX;Concluído;Telefone
102570;2026-01-16;13:00;Bianca Rocha;11980000082;São Paulo;SP;Bruna Oliveira;Manutenção de cílios;Cílios;90.0;Cartão de débito;Concluído;Presencial
102571;2026-01-16;13:00;Natália Almeida;11980000077;São Bernardo do Campo;SP;Patrícia Alves;Pedicure;Unhas;38.0;Cartão de crédito;Concluído;WhatsApp
102572;2026-01-16;13:30;Beatriz Barbosa;11980000179;São Bernardo do Campo;SP;Larissa Santos;Spa dos pés;Estética;65.0;Cartão de crédito;Concluído;WhatsApp
102573;2026-01-16;14:00;Jéssica Carvalho;11980000185;Diadema;SP;Camila Rodrigues;Design de sobrancelhas;Sobrancelhas;45.0;Cartão de crédito;Concluído;WhatsApp
102574;2026-01-16;14:00;Vanessa Silva;11980000401;Diadema;SP;Juliana Martins;Escova;Cabelos;66.5;Cartão de débito;Concluído;Presencial
102575;2026-01-16;14:00;Daniela Ribeiro;11980000182;Diadema;SP;Renata Souza;Design + Henna;Sobrancelhas;60.0;Cartão de débito;Concluído;Instagram
102576;2026-01-16;14:30;Priscila Martins;11980000187;Santo André;SP;Renata Souza;Manutenção de alongamento;Unhas;0.0;Cartão de débito;Não Compareceu;Presencial
102577;2026-01-16;16:00;Tatiane Pereira;11980000070;São Paulo;SP;Fernanda Costa;Escova;Cabelos;70.0;Dinheiro;Concluído;Presencial
102578;2026-01-16;16:30;Raquel Rocha;11980000339;Mauá;SP;Mariana Silva;Design + Henna;Sobrancelhas;57.0;Dinheiro;Concluído;Instagram
102579;2026-01-16;17:30;Natália Martins;11980000131;São Paulo;SP;Camila Rodrigues;Manutenção de cílios;Cílios;90.0;Cartão de débito;Concluído;Telefone
102580;2026-01-16;17:30;Renata Souza;11980000229;São Bernardo do Campo;SP;Renata Souza;Corte feminino;Cabelos;85.0;Cartão de débito;Concluído;Telefone
102581;2026-01-16;18:00;Rafaela Santos;11980000223;Diadema;SP;Bruna Oliveira;Escova;Cabelos;70.0;Cartão de crédito;Concluído;Presencial
102582;2026-01-17;10:00;Elaine Martins;11980000324;Diadema;SP;Bruna Oliveira;Spa dos pés;Estética;65.0;Cartão de débito;Concluído;Presencial
102583;2026-01-17;10:30;Paula Rocha;11980000097;São Bernardo do Campo;SP;Juliana Martins;Escova;Cabelos;70.0;Cartão de crédito;Concluído;WhatsApp
102584;2026-01-17;10:30;Amanda Mendes;11980000127;São Bernardo do Campo;SP;Larissa Santos;Pedicure;Unhas;0.0;Cartão de crédito;Não Compareceu;WhatsApp
102585;2026-01-17;11:30;Juliana Silva;11980000141;São Bernardo do Campo;SP;Patrícia Alves;Alongamento de unhas;Unhas;150.0;Cartão de débito;Concluído;Presencial
102586;2026-01-17;11:30;Fernanda Ferreira;11980000392;Mauá;SP;Bruna Oliveira;Manicure;Unhas;35.0;PIX;Concluído;Instagram
102587;2026-01-17;13:30;Patrícia Souza;11980000306;São Paulo;SP;Fernanda Costa;Manutenção de cílios;Cílios;90.0;Dinheiro;Concluído;Telefone
102588;2026-01-17;13:30;Sabrina Carvalho;11980000124;Mauá;SP;Camila Rodrigues;Escova;Cabelos;0.0;Cartão de débito;Cancelado;WhatsApp
102589;2026-01-17;14:30;Camila Oliveira;11980000224;Mauá;SP;Larissa Santos;Coloração;Cabelos;160.0;Cartão de débito;Concluído;Instagram
102590;2026-01-17;15:00;Bianca Ribeiro;11980000288;São Paulo;SP;Juliana Martins;Manicure + Pedicure;Unhas;70.0;PIX;Concluído;Presencial
102591;2026-01-17;15:30;Daniela Lima;11980000431;Diadema;SP;Bruna Oliveira;Corte feminino;Cabelos;85.0;PIX;Concluído;Presencial
102592;2026-01-17;15:30;Vanessa Lima;11980000342;Mauá;SP;Mariana Silva;Escova;Cabelos;0.0;Cartão de crédito;Cancelado;Presencial
102593;2026-01-17;15:30;Carla Oliveira;11980000115;Santo André;SP;Renata Souza;Design de sobrancelhas;Sobrancelhas;40.5;Cartão de débito;Concluído;Telefone
102594;2026-01-17;16:30;Bianca Ferreira;11980000132;São Paulo;SP;Juliana Martins;Pedicure;Unhas;40.0;Cartão de débito;Concluído;Presencial
102595;2026-01-19;09:30;Luciana Ramos;11980000029;Santo André;SP;Fernanda Costa;Manicure + Pedicure;Unhas;70.0;Cartão de crédito;Concluído;Presencial
102596;2026-01-19;09:30;Rafaela Barbosa;11980000381;Santo André;SP;Renata Souza;Design de sobrancelhas;Sobrancelhas;45.0;Cartão de débito;Concluído;WhatsApp
102597;2026-01-19;13:00;Monique Costa;11980000140;Santo André;SP;Camila Rodrigues;Design de sobrancelhas;Sobrancelhas;45.0;Dinheiro;Concluído;Telefone
102598;2026-01-19;13:30;Marcela Vieira;11980000030;São Paulo;SP;Patrícia Alves;Manicure + Pedicure;Unhas;70.0;Cartão de débito;Concluído;Instagram
102599;2026-01-19;13:30;Larissa Martins;11980000284;Diadema;SP;Patrícia Alves;Escova;Cabelos;70.0;Cartão de débito;Concluído;Telefone
102600;2026-01-19;14:00;Priscila Barbosa;11980000150;Santo André;SP;Camila Rodrigues;Manutenção de cílios;Cílios;90.0;PIX;Concluído;Instagram
102601;2026-01-19;14:30;Monique Barbosa;11980000250;São Paulo;SP;Camila Rodrigues;Manutenção de alongamento;Unhas;100.0;PIX;Concluído;Instagram
102602;2026-01-19;15:30;Elaine Barbosa;11980000332;São Bernardo do Campo;SP;Fernanda Costa;Pedicure;Unhas;38.0;PIX;Concluído;Instagram
102603;2026-01-19;15:30;Natália Ribeiro;11980000424;São Caetano do Sul;SP;Camila Rodrigues;Manicure + Pedicure;Unhas;70.0;PIX;Concluído;Instagram
102604;2026-01-19;16:00;Letícia Oliveira;11980000345;Mauá;SP;Larissa Santos;Design de sobrancelhas;Sobrancelhas;45.0;Cartão de débito;Concluído;Presencial
102605;2026-01-19;16:30;Elaine Almeida;11980000110;Diadema;SP;Patrícia Alves;Esmaltação em gel;Unhas;80.0;PIX;Concluído;Presencial
102606;2026-01-19;17:00;Beatriz Oliveira;11980000393;Diadema;SP;Mariana Silva;Manutenção de alongamento;Unhas;100.0;PIX;Concluído;Telefone
102607;2026-01-19;17:30;Amanda Oliveira;11980000112;São Caetano do Sul;SP;Larissa Santos;Manutenção de alongamento;Unhas;100.0;PIX;Concluído;Presencial
102608;2026-01-20;09:00;Camila Mendes;11980000138;Santo André;SP;Mariana Silva;Hidratação;Cabelos;95.0;Cartão de débito;Concluído;Instagram
102609;2026-01-20;10:00;Juliana Souza;11980000426;São Paulo;SP;Patrícia Alves;Manutenção de alongamento;Unhas;100.0;Cartão de débito;Concluído;Instagram
102610;2026-01-20;10:00;Luciana Ferreira;11980000235;São Caetano do Sul;SP;Camila Rodrigues;Esmaltação em gel;Unhas;80.0;PIX;Concluído;Telefone
102611;2026-01-20;11:00;Bianca Ferreira;11980000300;São Caetano do Sul;SP;Mariana Silva;Alongamento de unhas;Unhas;142.5;Dinheiro;Concluído;Presencial
102612;2026-01-20;11:30;Marcela Souza;11980000174;São Paulo;SP;Bruna Oliveira;Escova;Cabelos;70.0;Dinheiro;Concluído;Presencial
102613;2026-01-20;11:30;Elaine Barbosa;11980000332;São Bernardo do Campo;SP;Larissa Santos;Manutenção de alongamento;Unhas;100.0;PIX;Concluído;WhatsApp
102614;2026-01-20;13:00;Monique Costa;11980000186;São Bernardo do Campo;SP;Renata Souza;Pedicure;Unhas;38.0;PIX;Concluído;Presencial
102615;2026-01-20;16:00;Juliana Martins;11980000333;Diadema;SP;Larissa Santos;Spa dos pés;Estética;65.0;Dinheiro;Concluído;Telefone
102616;2026-01-20;16:30;Gabriela Barbosa;11980000268;Santo André;SP;Juliana Martins;Manutenção de cílios;Cílios;90.0;PIX;Concluído;WhatsApp
102617;2026-01-20;16:30;Raquel Silva;11980000275;Diadema;SP;Patrícia Alves;Pedicure;Unhas;40.0;PIX;Concluído;Instagram
102618;2026-01-20;17:30;Bianca Ferreira;11980000132;São Paulo;SP;Juliana Martins;Escova;Cabelos;70.0;Dinheiro;Concluído;Instagram
102619;2026-01-21;09:30;Raquel Rocha;11980000339;Mauá;SP;Patrícia Alves;Manutenção de alongamento;Unhas;100.0;Cartão de crédito;Concluído;WhatsApp
102620;2026-01-21;09:30;Mariana Rocha;11980000383;São Caetano do Sul;SP;Fernanda Costa;Escova;Cabelos;70.0;Cartão de crédito;Concluído;Telefone
102621;2026-01-21;10:30;Bianca Santos;11980000066;São Bernardo do Campo;SP;Patrícia Alves;Manicure + Pedicure;Unhas;70.0;PIX;Concluído;WhatsApp
102622;2026-01-21;11:00;Bruna Martins;11980000136;São Bernardo do Campo;SP;Camila Rodrigues;Alongamento de unhas;Unhas;150.0;PIX;Concluído;Instagram
102623;2026-01-21;11:30;Beatriz Barbosa;11980000214;Mauá;SP;Juliana Martins;Design + Henna;Sobrancelhas;60.0;PIX;Concluído;Telefone
102624;2026-01-21;11:30;Fernanda Ferreira;11980000392;Mauá;SP;Mariana Silva;Design de sobrancelhas;Sobrancelhas;45.0;Cartão de crédito;Concluído;WhatsApp
102625;2026-01-21;13:00;Luciana Gomes;11980000304;São Caetano do Sul;SP;Larissa Santos;Corte feminino;Cabelos;85.0;Cartão de crédito;Concluído;Telefone
102626;2026-01-21;13:00;Bruna Carvalho;11980000013;São Paulo;SP;Mariana Silva;Manicure + Pedicure;Unhas;70.0;Cartão de crédito;Concluído;Presencial
102627;2026-01-21;13:30;Beatriz Lima;11980000278;São Bernardo do Campo;SP;Renata Souza;Esmaltação em gel;Unhas;80.0;Cartão de crédito;Concluído;WhatsApp
102628;2026-01-21;14:00;Patrícia Santos;11980000213;Diadema;SP;Fernanda Costa;Manutenção de alongamento;Unhas;100.0;Dinheiro;Concluído;Presencial
102629;2026-01-21;14:30;Vanessa Lima;11980000342;Mauá;SP;Bruna Oliveira;Coloração;Cabelos;152.0;Dinheiro;Concluído;Instagram
102630;2026-01-21;16:00;Tatiane Silva;11980000262;São Paulo;SP;Renata Souza;Manicure;Unhas;0.0;Dinheiro;Não Compareceu;Instagram
102631;2026-01-22;10:30;Aline Barbosa;11980000183;São Caetano do Sul;SP;Juliana Martins;Design de sobrancelhas;Sobrancelhas;0.0;PIX;Não Compareceu;Presencial
102632;2026-01-22;11:30;Daniela Barbosa;11980000253;Mauá;SP;Mariana Silva;Pedicure;Unhas;40.0;Cartão de crédito;Concluído;Instagram
102633;2026-01-22;13:00;Monique Barbosa;11980000250;São Paulo;SP;Juliana Martins;Manicure;Unhas;35.0;PIX;Concluído;Instagram
102634;2026-01-22;13:00;Natália Ribeiro;11980000358;Santo André;SP;Camila Rodrigues;Manicure;Unhas;35.0;PIX;Concluído;Presencial
102635;2026-01-22;13:30;Elaine Ferreira;11980000216;São Paulo;SP;Juliana Martins;Escova;Cabelos;70.0;Cartão de débito;Concluído;WhatsApp
102636;2026-01-22;14:00;Amanda Ferreira;11980000398;Mauá;SP;Mariana Silva;Manicure;Unhas;35.0;Cartão de crédito;Concluído;WhatsApp
102637;2026-01-22;15:00;Rafaela Santos;11980000040;São Paulo;SP;Larissa Santos;Pedicure;Unhas;40.0;Cartão de crédito;Concluído;Presencial
102638;2026-01-22;15:00;Fernanda Gomes;11980000191;São Paulo;SP;Mariana Silva;Esmaltação em gel;Unhas;80.0;Cartão de crédito;Concluído;WhatsApp
102639;2026-01-22;16:30;Tatiane Gomes;11980000230;Santo André;SP;Patrícia Alves;Manutenção de cílios;Cílios;90.0;Cartão de débito;Concluído;Instagram
102640;2026-01-22;17:00;Jéssica Lima;11980000427;Mauá;SP;Larissa Santos;Hidratação;Cabelos;95.0;PIX;Concluído;Instagram
102641;2026-01-22;17:00;Luciana Santos;11980000103;São Paulo;SP;Juliana Martins;Pedicure;Unhas;0.0;Cartão de débito;Não Compareceu;Telefone
102642;2026-01-22;17:30;Débora Lima;11980000396;São Bernardo do Campo;SP;Bruna Oliveira;Design + Henna;Sobrancelhas;60.0;Dinheiro;Concluído;Telefone
102643;2026-01-23;09:00;Gabriela Lima;11980000321;Mauá;SP;Renata Souza;Design de sobrancelhas;Sobrancelhas;45.0;Cartão de crédito;Concluído;Telefone
102644;2026-01-23;09:00;Rafaela Santos;11980000223;Diadema;SP;Mariana Silva;Manicure + Pedicure;Unhas;70.0;PIX;Concluído;Telefone
102645;2026-01-23;09:30;Paula Barbosa;11980000161;Santo André;SP;Bruna Oliveira;Pedicure;Unhas;38.0;PIX;Concluído;Presencial
102646;2026-01-23;09:30;Jéssica Gomes;11980000049;Diadema;SP;Renata Souza;Escova;Cabelos;70.0;Cartão de crédito;Concluído;Instagram
102647;2026-01-23;09:30;Juliana Santos;11980000362;São Paulo;SP;Renata Souza;Alongamento de unhas;Unhas;150.0;Dinheiro;Concluído;Telefone
102648;2026-01-23;10:00;Sabrina Martins;11980000215;Diadema;SP;Bruna Oliveira;Esmaltação em gel;Unhas;72.0;Cartão de crédito;Concluído;Presencial
102649;2026-01-23;10:00;Elaine Silva;11980000261;Mauá;SP;Patrícia Alves;Alongamento de unhas;Unhas;150.0;PIX;Concluído;Instagram
102650;2026-01-23;11:00;Beatriz Santos;11980000065;Mauá;SP;Fernanda Costa;Design + Henna;Sobrancelhas;60.0;Dinheiro;Concluído;Instagram
